Date,Start_destination,End_destination,Am_timings,Midday_timings,Evening_timings,Mid_nigh_timings
2020-07-04,Majestic,Kuthaganahalli,18,28,30,19
2020-06-05,Maruthi Nagar Yelahanka,Medihalli,14,38,30,21
2020-09-06,Kasavanahalli,Amarjyothi Layout-RMV Layout,12,35,25,22
2020-05-08,Jnana Ganga Nagar,Nagarur,18,37,29,25
2021-10-04,Devarachikkanahalli,Nirman Layout,15,34,25,22
2021-01-05,Mittaganahalli,Gandhi Nagar,12,25,28,19
2021-07-31,Nellukunte,Nellukunte,20,35,27,25
2020-03-31,Arasanakunte,Tippenahalli,12,27,25,25
2020-03-24,Rayasandra,B Narayanapura,16,28,29,11
2022-04-04,AECS Layout – B Block,Mathrushree Layout,20,38,30,17
2020-08-20,Vijaya Bank Colony,Akshaya Nagar-Ramamurthy Nagar,20,34,26,12
2021-01-24,Meesaganahalli,Rangadasapp Layout,14,31,28,23
2021-04-07,Thirumalapura,Madanayakahalli,18,35,25,16
2021-02-02,Richard’s Park,Richmond Road,17,34,30,21
2021-12-20,Thambuchetty Palya,Madavara,19,35,29,21
2020-04-25,Upkar Layout,Munireddy Layout,20,37,29,21
2021-12-08,Madavara,Mandur,12,37,26,30
2020-12-29,Kumara Park West,Magadi Road,14,26,27,22
2020-03-20,Tataguni,St Thomas Town,14,33,29,16
2020-03-21,Thathaguni,Mahaganapathi Nagar,19,36,29,19
2021-06-07,Adakamaranahalli,Nisarga Nandana Layout,13,26,25,27
2020-05-17,Viswaneedam,Mathrushree Layout,12,33,28,14
2021-11-04,Annasandrapalya Extension,Vasanthapura,13,40,25,23
2021-11-28,Pulikeshi Nagar,Mahadeva Kodigehalli,14,31,30,11
2022-01-22,OMBR Layout,R.K. Hegde Nagar,17,32,27,15
2020-09-14,Alfa Gardens,Malleshpalya,12,34,27,24
2021-12-05,Vignana Kendra,Mavalli,20,25,28,20
2021-11-21,Tavarekere-BTM Layout,Punappa Layout,13,30,27,30
2020-10-29,Popular Colony,Doddabommasandra,18,38,29,30
2022-05-20,Manjunath Nagar,Pattegarhpalya,14,27,27,11
2020-07-26,Amarjyothi Layout-RMV Layout,Manorayana Palya,20,38,30,14
2021-05-24,Doddanekkundi,Banaswadi,15,38,27,20
2022-03-26,Sampige Layout,Nagavara,12,25,27,28
2021-12-08,Mariyappana Palya,Pragathi Nagar,12,37,27,12
2022-01-29,Ananth Nagar Phase 2,Aavalahalli,17,34,27,17
2020-08-08,Whitefield Road,Thathaguni,15,37,25,16
2021-04-18,Jakkur,Ambedkar Layout,12,37,28,11
2020-04-18,MEI Colony,KR Road,13,40,30,11
2021-02-12,Thalaghattapura,Nisarga layout,13,26,30,13
2020-12-11,Muthanallur,Priyadarshini Layout,20,29,27,16
2021-01-22,Choodasandra,Thimmapura,16,39,30,22
2022-03-08,Poorna Pragna Layout,Vasanth Nagar,12,30,29,18
2020-02-22,Lake City,Austin Town,15,33,28,12
2020-04-08,Adde Vishwanathapura,Chickpet,19,27,26,12
2021-07-13,Attibele,Kumara Park East,20,31,30,10
2021-10-13,Vidyapeeta Layout,Thattekuppe,18,25,27,17
2021-10-18,Alfa Gardens,Thammenahalli,13,32,28,11
2020-10-09,Nagdevanahalli,Muneshwara Block,20,34,26,12
2021-08-17,Yerappanahalli,Akkipete,16,27,30,26
2021-01-20,Ejipura,Amarjyothi Layout-RMV Layout,14,34,27,24
2022-04-03,Narasapura Industrial Road,Venkatadri Layout,17,32,29,26
2020-07-18,Langford Town,Queens Road,17,25,26,30
2020-06-26,Pattegarhpalya,Pillahalli,14,33,27,26
2021-08-12,Virgonagar,New Thippasan,16,27,27,15
2020-03-23,Akshayanagar,Razack Palya,20,36,26,28
2021-04-29,Narasipura Layout,Queens Road,16,34,25,30
2021-03-28,Tavarekere Main Road,Abbaiah Reddy Layout,12,37,29,10
2020-11-11,Anjanapura 11th Block,Om Shakti Layout,16,40,30,16
2021-09-23,Narasapura Industrial Road,Begur,17,28,26,21
2020-10-14,Nagenahalli,Ambalipura Sarjapur Road,15,25,30,30
2021-12-18,KR Road,Nelakadiranahalli,17,34,27,12
2021-05-18,Subbannayapalya,Vidhana Soudha,16,38,28,23
2021-07-30,Hulimavu,Mariyappana Palya,20,40,27,23
2021-11-04,Arasanakunte,Manorayana Palya,16,38,28,30
2021-08-16,TC Palya,Sanjeevini Nagar,20,27,30,13
2020-12-02,Nanjappa Layout,Nagegowdanapalya,14,36,28,29
2021-03-19,Anjanapura 7th Block,Wheeler Road,17,39,25,28
2022-01-17,LB Shastri Nagar,Koramangala 3rd Block,18,26,30,18
2020-12-06,Yerthiganahalli,Naidu Layout,17,38,28,18
2020-07-13,Nagamangala,Madappanahalli,14,37,27,22
2020-02-08,Rukmani Colony,Vijaya Nagar,17,34,27,24
2021-11-06,Nagegowdanapalya,Thindlu,14,36,28,17
2021-07-18,Lingapura,Shanthi Nagar,13,26,30,18
2020-09-16,Madanayakahalli,Pattegarhpalya,14,25,27,16
2020-11-10,Munireddy Layout,Race Course Road,20,30,29,27
2021-01-20,Sampige Layout,Venkatapura,20,27,25,11
2020-02-07,Attur Layout,Adugodi,20,27,25,20
2020-11-15,Anantapuram,Rajanukunte,18,34,29,29
2021-08-14,Thidlu,Uttari,13,30,30,29
2020-02-27,Vidyapeeta Layout,Arasanahalli,14,29,25,22
2021-07-13,Virupakshapura,Nagavara,17,38,29,12
2020-12-08,Srinivagilu,Weavers Colony,12,39,30,17
2020-08-18,Muneshwara Block,Marathahalli ORR,12,29,29,29
2022-03-17,Vagdevi Layout,Attur Layout,18,25,26,22
2020-07-11,Bidrahalli,Attibele,18,27,26,20
2022-02-06,Muddenahalli,Yekadantha Layout,17,40,25,10
2021-09-10,Ayappa Garden-Adugodi,Vagdevi Layout,18,25,29,13
2020-11-27,Arekere,HSR Layout,17,34,27,13
2021-04-12,Nagareshwara-Nagenahalli,Umar Nagar,19,33,26,19
2020-08-15,Kumbalgodu,Basapura,18,33,29,25
2021-11-05,MLA Layout,Thambuchetty Palya,13,38,25,30
2021-10-06,Lingadheeranahalli,Yelanahalli,20,37,26,19
2021-04-14,Vehloli,Neeladri Nagar,15,37,25,22
2021-03-13,Manorayana Palya,Sampige Layout,19,36,28,22
2020-04-09,V S Reddy Colony,Frazer Town,12,30,30,30
2020-07-17,Rest House Road,Kamala Nagar,19,39,28,15
2021-11-07,Masti – Malur Road,HSR Layout,17,35,27,12
2021-11-05,Marsandra-Anagalapura,Maruthi Nagar Yelahanka,12,29,29,12
2022-05-10,Tank Bund Road,Sadguru Layout,12,38,25,16
2022-03-27,Ragavendra Nagar-Sunkadakatte,Averahalli,17,35,29,30
2021-04-24,Palace Road,Mathrushree Layout,18,29,26,28
2021-04-07,Nobo Nagar,Avenue Road,16,35,27,29
2022-01-11,Langford Road,Muneswara Nagar,15,31,29,10
2020-05-11,HSR Layout,Kengeri Satellite Town,18,32,27,30
2020-05-03,Vaderahalli,Allalasandra,15,36,27,18
2022-04-08,Tumkur Road,MEI Colony,13,33,28,17
2021-02-21,Rajaji Nagar 1st Stage,Nagarabhavi 2nd Stage,19,36,28,17
2021-01-18,Tapsihalli,Anekal Thally Road,12,28,30,12
2020-05-16,R V Niketan,Lake City,13,39,30,19
2021-06-20,Mavallipura,Kuthaganahalli,18,26,25,26
2020-09-03,Kurubarahalli,Royal County,12,31,26,16
2020-11-01,Rahmath Nagar,Muneshwara Block,20,38,25,20
2020-12-22,Arkavathy Layout,Rahmath Nagar,18,36,25,26
2020-07-25,Thimmapura,MCECHS Layout,16,38,27,15
2021-11-30,Rotary Nagar,Thalaghattapura,16,36,26,17
2021-10-28,Tataguni,Mookambika Nagar,20,36,26,17
2022-02-18,Kunigal Road,Arehalli,16,27,28,28
2021-06-13,Millers Road,Vidyaranyapura,13,27,27,28
2020-07-02,Nisarga Nandana Layout,Lingadeeranhalli-Kempe Gowda Nagar,18,32,29,11
2021-07-13,Amaravathi Layout-Peenya,Kunigal Road,13,36,30,24
2021-06-11,Banashankari,Arabic College,12,36,30,17
2020-02-06,Viveka Nagar,Basaveshwara Nagar,20,36,25,22
2022-05-14,Laggere Road,Upkar Layout,14,33,29,13
2022-02-10,Chandapura,Lalbagh Road,14,31,27,25
2021-12-09,Peddanapalya,Malle Nalsandra,19,25,30,26
2020-11-06,Koramangala 8th Block,Raja Ram Mohanroy Extension,15,31,27,28
2021-04-07,Hosakerehalli,Upkar Layout,15,34,30,20
2020-08-12,Sunkadakatte,RMV,15,36,30,29
2022-01-05,Koramangala,Koramangala 4th Block,16,37,25,16
2021-08-16,Marsandra-Anagalapura,Andrahalli,13,38,30,27
2021-06-29,Yeshwanthpur,Austin Town,12,31,25,26
2020-12-26,Narayana Nagar 1st Block,Nagarbhavi Circle,20,39,26,20
2021-04-28,Prashant Nagar,Sultanpalya,15,28,29,26
2021-11-05,Mico Layout,Kammanahalli,18,27,27,16
2021-07-13,Vagata,Weavers Colony,13,31,25,30
2021-08-19,Thidlu,Aga Abbas Ali Road,18,33,28,27
2021-05-22,T.Begur,Koramangala 4th Block,15,28,25,18
2020-04-10,Nagarbhavi Circle,TC Palya Road,14,35,26,11
2021-05-30,Basaveshwara Nagar,Om Shakti Layout,15,38,25,12
2020-05-09,Old Madras Road,Marasandra,15,29,29,28
2022-04-13,Yelanahalli,Malleshwaram,19,34,30,14
2021-12-20,Nagarabhavi,Marsandra-Anagalapura,12,33,28,23
2021-09-27,NS Palya,Mavallipura,18,39,28,11
2020-02-03,Kothanur,Puttenahalli,19,37,27,19
2020-03-29,Whitefield Road,Kyalasanahalli,13,26,27,21
2020-11-25,Rajanukunte,Maragondanahalli Main Road,12,38,26,25
2022-01-01,Chamarajpet,Pavamanapura,18,26,27,21
2021-09-02,Old Madras Road,TC Palya Road,18,31,26,18
2020-11-08,Thambuchetty Palya,Lalbagh Road,15,30,25,21
2020-11-27,Vibhutipura,Uttari,12,38,27,23
2021-12-10,Vinayaka Nagar-Vimanapura,Muthyala Nagar,14,38,25,15
2021-12-19,Pillahalli,Veersandra,20,27,30,26
2021-09-14,Kaggadasapura,Nelamangala,20,35,27,28
2020-10-01,Neelasandra,Kodihalli,19,26,29,30
2020-04-03,Dommasandra,Nagarbhavi Circle,16,39,27,23
2020-09-16,Anchepalya,Sanjeevini Nagar,16,35,25,23
2021-09-13,Mathrushree Layout,Priyadarshini Layout,15,30,29,20
2021-08-14,Vinayaka Nagar-Vimanapura,Tavarekere-BTM Layout,12,30,29,27
2020-03-04,OMBR Layout,Sunny Layout,12,40,25,19
2021-06-11,Manchenahalli,Lavelle Road,13,33,28,18
2020-04-10,Kattigenahalli,Vignana Kendra,12,30,25,10
2021-12-05,Anjanapura 2nd block,Basavanagudi,12,32,28,18
2022-03-19,New Gurappana Palya,Vidyaranyapura,14,40,26,12
2021-10-06,Vivekananda Nagar,Ramanna Garden,12,34,28,10
2022-03-09,Vinayaka Nagar-Vimanapura,Anekal Thally Road,14,29,25,11
2022-02-24,Ramohalli,Suddaguntapalya-CV Raman Nagar,18,38,28,27
2021-10-05,Austin Town,Manganahalli,13,38,29,30
2020-12-08,Mavallipura,Bidadi,13,33,26,25
2020-10-24,AGS Layout,Machohalli,18,26,25,26
2021-12-13,T Dasarahalli,Kuduregere-Soladevanahalli,18,29,26,26
2021-03-07,Kalkere,Ranka Colony,20,36,30,26
2020-02-16,Attibele Industrial Area,NR Colony,18,26,30,25
2022-05-19,Veersandra,Ram Krishna Nagar,14,39,26,28
2020-02-28,Yadava Upanagara,Agrahara-Yelahanka,17,33,26,18
2021-03-07,Avenue Road,New Timberyard Layout,16,26,28,20
2021-04-16,P&T Layout-Thanisandra,Bennigana Halli,17,37,26,18
2021-04-07,Mullur,Srinivaspura,13,27,29,18
2020-12-20,Arabic College,Muneswara Nagar,16,39,25,29
2021-06-03,Chikkalasandra,Sundara Nagar,15,25,30,28
2022-01-03,Nagarabhavi 2nd Stage,Hombegowda Nagar,16,27,27,15
2021-11-08,Horamavu,Kamala Nagar,15,38,27,17
2020-02-13,Andrahalli,Priyadarshini Layout,19,33,29,16
2020-09-30,Chansandra,Tunganagara,15,40,26,22
2022-05-10,Outer Ring Road-Banaswadi,Teacher’s Colony,19,30,30,14
2020-04-12,Manjunatha Layout,Yediyur,16,27,30,15
2020-04-29,Anandapura,S.Bingipura,18,35,26,18
2021-08-20,Vidyapeeta Layout,Thammenahalli,14,25,27,24
2021-09-29,AMS Layout,Patel Narayanswamy Layout,15,35,28,18
2021-05-09,Peenya 3rd Stage,Yeshwanthpur,16,36,26,17
2021-06-07,Rameshnagar,Mayaghanahalli,18,29,30,20
2020-08-18,Rangadasapp Layout,Rampura,19,32,26,27
2021-01-03,P&T Layout-Thanisandra,Naraganahalli,13,31,27,23
2022-04-18,Vyalikaval,Tigalarpalya,13,40,26,27
2022-04-24,Ravuthanahalli,Sampangi Rama Nagar,14,37,29,25
2020-08-24,New Bank Colony,Uttarahalli,13,34,27,17
2022-03-02,Malagala,Vidhana Soudha,19,37,25,12
2020-03-19,Basapura,Cox Town,18,35,27,10
2021-04-22,Thimaiah Garden,Kumara Park West,14,25,28,28
2022-03-02,Manjunatha Layout,Kaggadasapura,16,37,25,29
2021-12-09,Anjanapura 11th Block,Tataguni,12,28,29,27
2020-09-05,Syndicate Bank Layout,Navodaya Nagar,18,30,30,30
2021-10-04,Nagarbhavi Circle,Basavanagudi,19,36,25,28
2021-03-12,Ramachandrapuram,Tavarekere-BTM Layout,13,37,30,13
2021-09-07,Anantapuram,Anjanapura,16,39,29,23
2020-03-29,Anjana Nagar,Laggere Bridge,13,29,30,17
2021-03-22,Richard’s Park,Nisarga Nandana Layout,15,27,28,30
2020-07-09,Thyagaraja Nagar,Puttenahalli,15,37,30,17
2020-09-05,Vasanthapura,Jalahalli West,20,33,28,12
2022-03-01,Koramangala 3rd Block,Maligondanahalli,15,26,28,29
2022-05-07,Kumbharhalli,Yadavanahalli,13,29,27,17
2022-03-05,Kaval Byrasandra,Ramagondanahalli,19,31,25,24
2020-09-13,National Highway 207,Kalyan Nagar,12,29,30,23
2022-04-08,Mallasandra,Koti Hosahalli,17,35,26,24
2022-03-13,Kurubarahalli,Thidlu,18,27,30,14
2020-11-09,Sadanandanagar,Reshme Nagara,19,28,27,20
2020-03-13,Anepalya,Thidlu,19,30,29,18
2020-12-08,Sadenahalli,Lakshmidevipura,16,37,27,28
2021-02-08,Sanjay Nagar,Richards Town,17,32,27,25
2020-12-26,Suddagunte Palya,Ayappa Garden-Adugodi,13,25,30,19
2020-06-29,Vijinapura,RMV,17,38,25,30
2022-03-18,New Timberyard Layout,Thammanayakanahalli,15,28,26,14
2020-05-08,Maruthi Nagar,Rahmath Nagar,14,38,28,30
2020-07-30,Reshme Nagara,Lakshmidevipura,20,33,25,13
2022-04-02,Malur-Hosur Road,Madiwala,12,36,30,15
2022-05-29,Raja Ram Mohanroy Extension,Krishnappa Garden,19,29,29,13
2021-03-16,Venkatadri Layout,Nanjamba Agrahara,15,38,28,26
2022-04-01,Anchepalya,Konanakunte,17,27,27,11
2022-03-02,Wind Tunnel Road,Sadduguntepalya,13,34,27,19
2020-03-18,Puttenahalli,Mathrushree Layout,18,27,29,26
2022-05-17,Thippasandra,AECS Layout – C Block,16,31,29,30
2022-03-05,Rampura,Mysore Road,15,37,28,11
2021-11-21,AGS Layout,Thirumenahalli,18,32,27,19
2022-01-18,MG Road,Anjanapura 11th Block,12,36,26,16
2021-02-17,Nagarabhavi 1st stage,Richards Town,20,26,30,25
2022-03-04,Kuduregere-Soladevanahalli,Sunkalpalya,15,35,27,29
2020-12-22,Om Shakti Layout,Lake City,19,35,28,19
2021-08-31,Ananth Nagar Phase 2,Raghavendra Colony,19,26,28,25
2020-08-03,Marathahalli ORR,Srinivasnagar,18,27,25,20
2021-10-09,Ananth Nagar Phase 1,Yelanahalli,18,33,27,23
2021-03-30,Wilson Garden,Pura,20,37,28,27
2021-07-09,Nanjapura,Indira Nagar,15,26,27,14
2021-09-26,R V Niketan,Medahalli,14,29,30,28
2021-08-06,Viratnagar,Queens Road,18,27,28,15
2022-01-25,Vaddarapalya,Thirumenahalli,19,30,30,27
2021-04-10,AGS Layout,Chikkalasandra,12,31,29,28
2021-07-16,Sai Colony,Nagarabhavi 2nd Stage,17,34,27,30
2021-03-25,Mittaganahalli,Bilekahalli,14,32,29,13
2022-05-07,Kumbarpet,Anantapuram,19,27,26,26
2021-04-08,Anjanapura 2nd block,Attibele Industrial Area,16,30,27,12
2020-11-17,Vittal Mallya Road,Belatur,18,26,30,20
2020-02-19,BTM Layout,Vignana Nagar,20,37,25,10
2021-12-11,Vivekananda Nagar,Munireddy Layout,19,26,28,20
2022-04-30,New Bank Colony,Chamarajpet,18,30,29,21
2020-08-27,New Gurappana Palya,Thondebavi,13,29,28,18
2021-07-13,Mahalakshmi Layout,Parappana Agrahara,12,32,26,16
2021-09-01,Thammasettihalli,State Bank of India Colony,14,33,30,21
2022-01-17,Jeevanbheema Nagar,Sadashiva Nagar,12,30,25,30
2022-02-24,Navodaya Nagar,St Marks Road,12,28,28,23
2022-02-14,Indira Nagar,Tharaballi,18,35,29,18
2021-05-25,Victoria Layout,Old Byappanahalli,13,40,26,11
2020-08-29,Pottery Town,Tharalu,18,33,29,18
2022-03-25,Akkipete,Azad Nagar,15,34,30,18
2022-01-28,Padmeshwari Nagar,Arasanakunte,14,28,28,27
2021-05-15,Subramanyapura,Yelachenahalli,12,26,29,29
2021-11-20,Lakshmidevipura,Sadashiva Nagar,13,40,30,18
2022-01-27,TC Palya,Attiguppe,18,32,29,18
2020-07-01,Arabic College,Kurubara Gollahalli,19,29,30,19
2020-08-28,VHBCS Layout,Ram Krishna Nagar,15,40,29,26
2020-05-14,Hulimavu,Ashwini Layout,18,40,28,27
2020-04-04,Rustam Bagh Layout,Ananth Nagar Phase 2,14,35,27,12
2020-12-10,Sadduguntepalya,Naganathapura,13,34,29,16
2021-03-26,Thotada Guddadhalli,SMV Layout,19,32,26,12
2020-11-29,Belathur Main Road,Tharahunise,15,25,26,24
2022-02-03,Kushal Nagar,MG Road,12,25,25,30
2020-12-28,Armane Nagar,Muddamma Garden Extension,16,27,30,14
2021-01-10,Popular Colony,Kunigal Road,19,34,28,17
2021-06-01,Koramangala 4th Block,Agram-Domlur,18,33,26,26
2020-12-12,Sarjapur,Nethaji Layout,15,30,25,23
2020-03-18,Tunganagara,Magrath Road,14,33,27,22
2020-08-03,Puttenahalli,Anekal Thally Road,17,35,28,10
2021-10-27,Tippenahalli,HBR Layout,16,36,26,16
2020-10-16,MLA Layout,Vinayaka Nagar-Vimanapura,18,39,26,22
2020-05-20,Jalahalli West,Nayanda Halli,12,39,29,20
2021-03-22,Adityanagar-Vidyaranyapura,Nagvarpalya Main Road,12,30,30,15
2021-07-27,Sunny Layout,Yettakodi,16,28,28,16
2020-11-29,Rahmath Nagar,Kamala Nagar,14,26,30,26
2021-02-15,Victoria Layout,Vasantha Vallabha Nagar,17,35,26,13
2022-04-28,Amruthnagar,MEI Layout,20,35,29,18
2022-03-29,Umar Nagar,Meenakunte,17,25,25,29
2020-11-06,Museum Road,Laggere,17,36,29,16
2022-02-06,Thalaghattapura,Meesaganahalli,18,25,27,25
2022-01-30,Indira Nagar,Jakkur,18,31,30,15
2021-05-05,Hegde Nagar,Nirman Layout,12,30,25,12
2020-07-30,kaikondrahalli,Anjanapura 2nd block,12,27,25,11
2020-04-27,Attibele – Anekal Road,Maruthi Sevanagar,17,32,27,18
2021-06-02,Suddagunte Palya,Nagavara,16,38,28,20
2022-01-25,Yemalur,West Of Chord Road,18,31,27,20
2021-04-05,Off Sarjapur road,HBR Layout,14,40,26,25
2020-04-04,Kammanahalli,Virupakshapura,15,30,26,23
2021-04-07,St Thomas Town,Saptagiri Layout-RR Nagar,19,37,30,21
2020-03-17,Santhosh Nagar,Ram Krishna Nagar,18,38,29,15
2021-11-17,St. Johns Road,KV Muniyappa Garden Layout,17,40,28,19
2021-08-24,AECS Layout,Nisarga Nandana Layout,20,32,28,18
2021-01-27,Udaya Nagar,Neeladri Nagar,17,37,27,29
2020-12-12,Bilekahalli,KR Road,17,36,26,16
2021-07-22,Thanisandra Main Road,Magadi Road,18,30,25,13
2021-09-08,Rajvi Nagar,Begur,14,40,29,24
2021-07-23,Saptagiri Layout-RR Nagar,Varanasi Main Road,20,32,25,25
2022-02-17,Maruthi Nagar,Sakalavara,13,40,27,27
2021-11-24,Kalyan Nagar,Venkatapura,17,34,27,12
2021-09-01,Sanjeevini Nagar,Gottigere,19,31,25,27
2022-02-13,Krishnappa Garden,Kumbena Agrahara,13,35,26,13
2020-03-20,Srinivasnagar,Belatur,17,39,28,18
2020-11-25,Ayyappa Nagar,Bellahalli,14,28,30,15
2022-05-20,Palanahalli,Nanjappa Layout,19,39,26,28
2020-04-29,Tilak Nagar,Thyagaraja Nagar 2nd Block,14,30,30,14
2021-03-01,Anugraha Layout,Sahakara Nagar,16,27,25,24
2020-12-14,Ramachandrapuram,Vishweshwaraiah Layout,20,25,27,18
2020-11-25,Sampige Layout,Srinidhi Layout,12,39,29,19
2020-03-25,RT Nagar,Nanda Kumar Layout,14,32,30,29
2022-04-19,Sanjay Nagar,Muthyala Nagar,16,30,25,19
2021-09-26,Srinivaspura,Vinayaka Layout,19,29,26,13
2021-02-10,Richmond Town,Aavalahalli,17,36,25,16
2022-05-07,Sai Colony,Nehru Nagar,16,26,28,15
2020-03-30,Hoodi,Bidrahalli,17,40,28,26
2021-05-03,Thotada Guddadhalli,Poornapragna Housing Society Layout,13,37,27,29
2020-06-02,Tavarekere Main Road,Sadahalli,14,31,28,26
2021-02-03,Vignana Nagar,Nagavara,12,33,27,10
2021-01-04,Mullur,OMBR Layout,15,39,25,27
2021-06-27,Talacauvery Layout,Naganathapura,15,32,27,12
2020-09-12,Pampamahakavi Road,Attur Layout,18,40,27,22
2022-04-28,Kodihalli,Maligondanahalli,18,28,30,11
2021-06-10,MG Road,Sadahalli,19,36,28,19
2021-09-10,Lakshminarayanapuram,Rampura,12,32,30,13
2020-04-15,Andrahalli Main Road,Maruthi Extension,15,34,27,25
2021-10-03,Gottigere,Thirumalapura,20,35,27,13
2022-05-30,Kalkere,Vijinapura,20,28,29,26
2022-04-18,Malleshwaram,Shivaji Nagar,13,31,30,27
2022-05-23,Museum Road,Indira Nagar,20,35,25,16
2021-12-19,Viswaneedam,Vignana Nagar,18,27,28,10
2021-06-16,Frazer Town,Patel Muniyappa Layout,17,29,27,21
2020-08-04,Vibhutipura,Kundalahalli,16,31,25,13
2022-04-02,Machohalli,Priyadarshini Layout,17,35,25,12
2021-01-10,Thomas Town,Ramchandrapuram,20,39,28,11
2020-02-10,Pattandur Agrahara,Old Byappanahalli,13,37,28,26
2021-01-05,S.Medihalli,Marsur,19,29,29,12
2021-08-23,Bagalakunte,Old Madras Road,14,37,26,10
2022-04-23,Ayappa Garden-Adugodi,Milk Colony,19,25,26,20
2021-07-15,Venkateshpuram,Lakshmamma Layout,15,38,27,10
2021-10-26,Ramchandrapuram,Wilson Garden,19,40,29,19
2020-08-07,OMBR Layout,Umar Nagar,13,29,30,10
2021-02-11,Chansandra,Vijaya Nagar,14,25,27,27
2021-03-19,Kumara Park West,Vehloli,16,29,29,29
2022-04-30,Banashankari,RHB Colony,12,28,29,24
2021-08-01,Marenahalli,Anandapura,13,32,27,25
2020-10-02,MEI Layout,Mandur,16,40,30,12
2020-12-18,Padmeshwari Nagar,Vishweshwaraiah Layout,12,26,29,27
2021-08-07,Mahadeva Kodigehalli,Kottigepalya,17,30,26,27
2021-06-02,Tejaswini Nagar,Anjana Nagar,13,39,28,22
2020-05-15,Srinivasa Nagar,Richards Town,12,34,25,17
2020-06-21,Maruti Nagar-BTM Layout,Munireddy Layout,17,40,27,19
2022-05-27,Kodigehalli,Veerannapalya,19,40,25,26
2021-08-08,MEI Layout,Tannery Road,16,25,28,11
2020-09-18,Annaiah Reddy Layout-JP Nagar,Peenya,12,26,25,23
2020-07-13,Tavarekere-BTM,Lingadeeranhalli-Kempe Gowda Nagar,16,30,26,27
2022-03-22,Thanisandra Road,Begur,20,25,28,14
2021-02-26,Kottigepalya,Ramachandrapuram,19,25,28,15
2021-11-19,MC Layout,Murugesh Palya,16,25,30,27
2021-04-23,Mullur,Banaswadi,18,25,25,27
2021-10-31,Outer Ring Road,Sadanandanagar,16,28,25,20
2022-03-31,Maragondanahalli-Electronic City,Rameshnagar,19,30,25,29
2021-07-30,Harlur,Kothanur,18,29,29,13
2020-10-31,Anandapura,Panathur,13,37,27,25
2022-05-05,Nellukunte,SMV Layout,20,33,26,15
2020-12-07,AECS Layout – B Block,Nagarabhavi,13,36,29,22
2021-12-17,Yelachenahalli,Thimaiah Garden,12,27,26,19
2020-04-03,Thyagaraja Nagar,Maralakunte,17,36,30,14
2021-10-16,Lakshmamma Layout,Lakkasandra Extension,19,28,29,17
2022-04-20,Vasantha Vallabha Nagar,Varthur,19,32,27,29
2022-02-18,LB Shastri Nagar,Akshaya Nagar-Ramamurthy Nagar,16,25,29,10
2022-04-09,Kattigenahalli,Anekal Thally Road,16,39,28,19
2020-08-29,Marenahalli,MG Road,12,39,30,20
2021-03-16,Anugraha Layout,Teacher’s Colony,13,35,29,19
2021-03-23,Agrahara-Yelahanka,Thavarekere-Magadi Road,15,30,26,25
2020-12-05,St Marks Road,Bagalakunte,16,32,29,16
2021-12-14,Vagdevi Layout,Ranka Colony,15,37,29,20
2021-10-30,T Dasarahalli,Langford Town,19,25,26,23
2022-03-28,Meesaganahalli,Alur,17,37,26,14
2020-07-09,Thimmapura,Bidrahalli,12,38,29,14
2021-03-05,Akshaya Nagar-Ramamurthy Nagar,Vittal Mallya Road,17,38,28,19
2020-12-11,Amaravathi Layout-Peenya,Tavarekere Main Road,18,34,28,17
2020-04-07,TC Palya Road,Madiwala,20,31,26,12
2021-05-18,Virupakshapura,Koramangala 2nd Block,14,35,26,11
2021-07-01,Uttarahalli Main Road,Venkateshwara Layout,20,29,27,10
2021-11-23,Nagavarapalya,Hesaraghatta,13,26,26,29
2021-10-02,P&T Layout-Thanisandra,Visthar,14,38,27,13
2020-05-21,Off Sarjapur road,Meenakshi Layout,12,37,25,29
2020-07-22,Maligondanahalli,Thammasettihalli,20,39,26,22
2021-12-05,Papareddipalya,Kammanahalli,15,33,29,19
2021-10-21,Anekal Thally Road,Kaggadasapura,13,32,25,13
2020-07-01,Outer Ring Road-Banaswadi,Ajjagondahalli,17,38,25,18
2020-10-18,Pothalappa Garden,Hongasandra,13,39,25,19
2021-08-05,Hosakerehalli,Kammanahalli,18,26,26,25
2020-12-19,Totagere,Queens Road,15,25,27,29
2021-08-23,Ramamurthy Nagar,Vivekananda Nagar,17,28,26,27
2021-09-29,Mailasandra,Tharahunise,18,26,29,21
2022-03-05,Padmeshwari Nagar,Rajeshwari Nagar,15,34,27,30
2021-01-26,Tippenahalli,Thurahalli,18,25,30,17
2021-05-12,Vittal Mallya Road,Madavara,15,30,30,26
2022-03-23,Thirumalashettyhally,Peenya 3rd Stage,18,29,25,25
2021-10-04,Vishweshwaraiah Layout,Attukal Layout,13,27,29,15
2020-05-07,Kamala Nagar,Ullalu Upanagara,16,34,29,28
2020-12-05,Marsur,Okalipuram,17,31,25,17
2021-05-27,Marsur,Arekere,16,32,29,28
2021-06-10,Andrahalli,Whitefield,20,39,25,23
2021-12-17,Alur,Malur-Hosur Road,18,36,27,18
2020-10-24,Muneshwara Block,Anagalapura,15,38,27,23
2020-09-01,Padmeshwari Nagar,Kottigepalya,17,37,25,16
2020-08-10,Medihalli,Sampige Layout,15,27,29,14
2021-05-22,Yelahanka Airforce Road,Kurudusonnenahalli,19,40,28,27
2022-04-04,Anjanapura,Papanahalli,15,34,27,15
